Fecha-hora;Temperatura máxima ºC;Temperatura mínima ºC;Humedad relativa máx. %;Humedad relativa mín. %;Precipitación acumulada l/m²;
01/01/2020 00:00:00;11.78;1.68;100.0;63.53;0.0
02/01/2020 00:00:00;15.46;4.28;69.07;24.64;0.0
03/01/2020 00:00:00;9.87;2.4;100.0;52.29;0.18
04/01/2020 00:00:00;8.35;4.34;100.0;87.2;1.26
05/01/2020 00:00:00;13.6;2.08;100.0;28.04;0.0
06/01/2020 00:00:00;13.93;3.43;100.0;47.0;0.0
07/01/2020 00:00:00;13.67;3.76;98.3;64.2;0.0
08/01/2020 00:00:00;15.77;6.36;93.4;51.92;0.0
09/01/2020 00:00:00;14.03;5.75;100.0;48.42;4.05
10/01/2020 00:00:00;6.75;3.61;100.0;80.6;15.4
11/01/2020 00:00:00;10.23;1.51;100.0;53.88;0.0
12/01/2020 00:00:00;11.48;1.74;94.4;65.47;0.0
13/01/2020 00:00:00;12.02;2.92;94.1;29.22;0.0
14/01/2020 00:00:00;12.17;6.93;53.75;34.6;0.0
15/01/2020 00:00:00;11.33;7.82;67.17;52.26;0.0
16/01/2020 00:00:00;13.65;9.53;66.5;54.0;0.0
17/01/2020 00:00:00;11.93;1.68;100.0;53.8;13.33
18/01/2020 00:00:00;10.11;1.67;100.0;51.73;10.27
19/01/2020 00:00:00;5.62;-0.19;100.0;61.0;7.56
20/01/2020 00:00:00;2.96;-1.9;87.8;62.76;0.0
21/01/2020 00:00:00;4.73;-0.35;100.0;72.06;0.0
22/01/2020 00:00:00;10.08;3.42;100.0;64.79;0.36
23/01/2020 00:00:00;7.39;4.3;100.0;71.5;4.86
24/01/2020 00:00:00;11.08;6.77;75.23;57.6;0.0
25/01/2020 00:00:00;10.24;7.13;78.2;60.59;0.27
26/01/2020 00:00:00;12.08;5.27;100.0;52.33;1.08
27/01/2020 00:00:00;11.35;6.95;69.67;55.73;0.0
28/01/2020 00:00:00;12.15;3.51;100.0;63.3;4.23
29/01/2020 00:00:00;13.98;3.58;100.0;64.19;3.51
30/01/2020 00:00:00;15.41;10.3;100.0;57.9;3.33
31/01/2020 00:00:00;18.45;8.53;87.7;50.99;0.0
01/02/2020 00:00:00;18.81;10.92;100.0;59.46;2.79
02/02/2020 00:00:00;20.23;11.43;82.0;53.58;0.0
03/02/2020 00:00:00;22.71;11.68;71.99;25.76;0.0
04/02/2020 00:00:00;13.27;4.29;100.0;61.27;5.13
05/02/2020 00:00:00;9.4;1.83;99.9;56.85;0.09
06/02/2020 00:00:00;15.45;6.21;56.22;21.33;0.0
07/02/2020 00:00:00;15.27;7.52;75.66;28.63;0.0
08/02/2020 00:00:00;11.31;5.35;100.0;66.02;0.9
09/02/2020 00:00:00;13.85;6.89;94.2;55.43;0.0
10/02/2020 00:00:00;19.9;8.24;100.0;43.02;0.18
11/02/2020 00:00:00;9.58;6.44;100.0;100.0;10.08
12/02/2020 00:00:00;13.37;4.84;100.0;65.45;0.09
13/02/2020 00:00:00;14.78;8.0;100.0;62.58;1.08
14/02/2020 00:00:00;15.94;5.97;100.0;51.91;0.36
15/02/2020 00:00:00;17.38;5.94;89.2;44.62;0.0
16/02/2020 00:00:00;19.7;13.93;55.53;31.47;0.0
17/02/2020 00:00:00;15.23;4.56;100.0;53.93;7.2
18/02/2020 00:00:00;10.15;3.03;100.0;61.76;1.53
19/02/2020 00:00:00;12.28;3.63;100.0;54.39;0.0
20/02/2020 00:00:00;18.15;3.93;100.0;27.37;0.0
21/02/2020 00:00:00;14.18;2.95;100.0;56.53;0.0
22/02/2020 00:00:00;17.93;5.14;96.7;38.56;0.0
23/02/2020 00:00:00;21.41;5.04;78.62;18.75;0.0
24/02/2020 00:00:00;23.47;5.02;75.18;16.06;0.0
25/02/2020 00:00:00;9.17;3.45;100.0;80.9;9.99
26/02/2020 00:00:00;6.0;4.22;100.0;89.1;20.62
27/02/2020 00:00:00;11.96;4.87;100.0;44.5;25.94
28/02/2020 00:00:00;17.7;6.31;100.0;32.67;1.17
29/02/2020 00:00:00;13.45;5.9;100.0;48.06;4.77
01/03/2020 00:00:00;14.03;5.67;100.0;45.26;1.71
02/03/2020 00:00:00;12.38;1.07;100.0;72.05;36.11
03/03/2020 00:00:00;10.09;3.1;100.0;71.81;14.32
04/03/2020 00:00:00;13.79;5.13;100.0;66.57;15.14
05/03/2020 00:00:00;13.98;3.83;100.0;64.86;33.14
06/03/2020 00:00:00;5.56;0.55;100.0;72.84;35.64
07/03/2020 00:00:00;7.65;2.2;100.0;100.0;13.77
08/03/2020 00:00:00;13.61;2.99;100.0;57.38;3.24
09/03/2020 00:00:00;6.78;4.69;100.0;86.7;17.19
10/03/2020 00:00:00;16.83;3.87;100.0;34.89;0.0
11/03/2020 00:00:00;21.39;6.87;87.5;43.17;0.0
12/03/2020 00:00:00;12.19;6.97;100.0;75.79;3.69
13/03/2020 00:00:00;7.31;3.66;100.0;82.2;0.09
14/03/2020 00:00:00;13.09;2.8;100.0;61.51;0.0
15/03/2020 00:00:00;19.3;4.82;100.0;30.26;28.19
16/03/2020 00:00:00;7.57;5.35;100.0;100.0;27.1
17/03/2020 00:00:00;10.7;7.01;100.0;88.0;0.0
18/03/2020 00:00:00;17.34;8.13;100.0;55.2;0.0
19/03/2020 00:00:00;19.11;11.23;80.7;37.84;0.0
20/03/2020 00:00:00;17.31;10.5;65.58;42.08;0.0
21/03/2020 00:00:00;18.49;7.34;79.91;36.77;0.0
22/03/2020 00:00:00;15.6;7.39;100.0;51.06;0.0
23/03/2020 00:00:00;14.33;7.61;100.0;63.93;0.18
24/03/2020 00:00:00;17.67;7.38;88.8;45.57;0.0
25/03/2020 00:00:00;16.11;3.56;89.1;43.74;0.0
26/03/2020 00:00:00;10.1;0.96;88.3;36.73;0.0
27/03/2020 00:00:00;12.96;-0.18;89.6;36.02;0.0
28/03/2020 00:00:00;16.35;2.79;90.4;35.79;0.0
29/03/2020 00:00:00;11.6;0.44;100.0;66.05;0.72
30/03/2020 00:00:00;3.84;-1.31;100.0;67.19;0.27
31/03/2020 00:00:00;7.17;-0.13;100.0;89.2;2.79
01/04/2020 00:00:00;12.77;5.09;100.0;66.7;1.98
02/04/2020 00:00:00;14.16;3.53;100.0;65.68;0.0
03/04/2020 00:00:00;13.58;3.86;88.3;47.89;0.0
04/04/2020 00:00:00;19.73;4.74;78.42;29.25;0.0
05/04/2020 00:00:00;18.81;10.87;57.88;35.64;0.0
06/04/2020 00:00:00;16.47;10.1;100.0;50.02;13.24
07/04/2020 00:00:00;16.15;10.26;100.0;67.05;1.17
08/04/2020 00:00:00;22.27;11.86;78.44;45.87;0.09
09/04/2020 00:00:00;22.51;9.88;79.15;35.32;0.0
10/04/2020 00:00:00;21.24;12.92;79.24;36.02;0.0
11/04/2020 00:00:00;18.97;11.35;100.0;56.58;6.93
12/04/2020 00:00:00;17.69;10.59;100.0;46.48;0.63
13/04/2020 00:00:00;18.71;10.35;100.0;40.78;0.0
14/04/2020 00:00:00;17.61;8.37;100.0;56.01;0.0
15/04/2020 00:00:00;19.01;13.19;68.0;39.83;0.0
16/04/2020 00:00:00;20.2;12.79;87.4;39.74;1.17
17/04/2020 00:00:00;20.28;10.57;100.0;49.59;1.62
18/04/2020 00:00:00;20.58;10.42;100.0;47.67;21.71
19/04/2020 00:00:00;12.9;9.33;100.0;100.0;7.02
20/04/2020 00:00:00;12.16;9.53;100.0;100.0;16.66
21/04/2020 00:00:00;9.86;8.33;100.0;100.0;33.85
22/04/2020 00:00:00;10.28;8.1;100.0;100.0;7.56
23/04/2020 00:00:00;19.17;8.6;100.0;65.36;0.09
24/04/2020 00:00:00;19.98;12.17;100.0;55.37;5.4
25/04/2020 00:00:00;19.95;11.91;100.0;60.87;0.0
26/04/2020 00:00:00;17.52;11.59;100.0;76.19;6.39
27/04/2020 00:00:00;16.03;7.36;100.0;77.71;14.86
28/04/2020 00:00:00;14.7;5.87;100.0;60.7;2.7
29/04/2020 00:00:00;18.37;5.71;100.0;48.89;0.18
30/04/2020 00:00:00;17.76;11.89;82.3;45.2;1.26
01/05/2020 00:00:00;19.21;12.86;100.0;57.4;8.37
02/05/2020 00:00:00;21.36;11.66;100.0;58.93;0.0
03/05/2020 00:00:00;24.51;10.64;100.0;44.58;0.0
04/05/2020 00:00:00;28.97;13.68;90.0;32.3;2.43
05/05/2020 00:00:00;24.01;11.3;87.5;35.44;0.0
06/05/2020 00:00:00;23.0;12.32;86.3;52.66;0.0
07/05/2020 00:00:00;25.97;13.05;83.6;42.54;0.0
08/05/2020 00:00:00;25.77;13.69;100.0;29.4;1.89
09/05/2020 00:00:00;24.58;12.04;100.0;43.41;0.63
10/05/2020 00:00:00;13.78;9.23;100.0;93.4;58.91
11/05/2020 00:00:00;12.42;8.25;100.0;86.2;24.04
12/05/2020 00:00:00;13.72;7.72;100.0;89.6;3.96
13/05/2020 00:00:00;13.1;8.84;100.0;99.7;4.86
14/05/2020 00:00:00;11.83;8.9;100.0;100.0;7.56
15/05/2020 00:00:00;10.77;8.45;100.0;97.9;1.8
16/05/2020 00:00:00;15.85;8.78;100.0;75.43;2.07
17/05/2020 00:00:00;16.75;7.35;100.0;71.24;0.0
18/05/2020 00:00:00;19.92;7.14;100.0;54.38;0.0
