Fecha-hora;Temperatura máxima ºC;Temperatura mínima ºC;Humedad relativa máx. %;Humedad relativa mín. %;Precipitación acumulada l/m²;Radiación global W/m²;Velocidad media viento 2 m m/s;Dirección viento 2 m (MODA) sector;
01/01/2020 00:00:00;0.39;-2.94;100.0;99.8;;29.21;0.82;2.0
02/01/2020 00:00:00;-0.34;-1.74;100.0;100.0;;20.37;0.88;3.0
03/01/2020 00:00:00;9.91;-1.94;100.0;77.7;;68.54;1.1;7.0
04/01/2020 00:00:00;12.11;0.53;98.3;63.79;;62.18;1.63;8.0
05/01/2020 00:00:00;13.9;-3.34;98.2;52.37;;108.68;1.46;7.0
06/01/2020 00:00:00;1.86;-4.54;100.0;96.9;;31.83;0.53;3.0
07/01/2020 00:00:00;15.16;-5.74;100.0;59.96;;99.42;0.91;8.0
08/01/2020 00:00:00;14.57;1.12;99.5;64.64;;99.07;1.33;3.0
09/01/2020 00:00:00;3.99;2.32;99.8;93.3;;24.86;1.08;4.0
10/01/2020 00:00:00;10.11;0.06;97.6;63.8;;65.71;2.01;7.0
11/01/2020 00:00:00;11.5;-4.27;99.0;55.24;;113.08;1.01;8.0
12/01/2020 00:00:00;12.84;-7.27;99.1;45.1;;116.55;1.02;8.0
13/01/2020 00:00:00;4.91;-5.73;99.6;80.5;;71.15;0.5;3.0
14/01/2020 00:00:00;2.11;-4.2;100.0;96.6;;55.09;0.63;3.0
15/01/2020 00:00:00;9.58;-3.34;100.0;69.19;;48.98;0.87;3.0
16/01/2020 00:00:00;13.24;-4.47;99.6;65.18;;79.35;1.38;2.0
17/01/2020 00:00:00;12.58;-2.54;99.1;55.05;;95.72;1.64;1.0
18/01/2020 00:00:00;9.85;-3.67;99.0;68.67;;51.93;2.07;3.0
19/01/2020 00:00:00;7.58;1.79;97.3;48.91;;78.66;3.38;8.0
20/01/2020 00:00:00;3.99;-2.14;91.2;52.6;;53.7;2.78;8.0
21/01/2020 00:00:00;2.92;-1.14;97.1;77.4;;14.62;1.46;7.0
22/01/2020 00:00:00;8.38;0.19;98.7;78.5;;56.2;0.92;7.0
23/01/2020 00:00:00;7.58;3.86;98.4;85.2;;31.59;1.84;3.0
24/01/2020 00:00:00;9.32;4.59;95.4;79.8;;37.14;1.81;3.0
25/01/2020 00:00:00;8.38;3.86;97.7;89.8;;21.0;1.75;3.0
26/01/2020 00:00:00;11.7;-0.07;97.6;57.64;;117.01;1.56;7.0
27/01/2020 00:00:00;7.31;-1.74;99.4;82.8;;35.14;0.72;2.0
28/01/2020 00:00:00;15.3;1.59;98.6;49.63;;108.68;1.4;8.0
29/01/2020 00:00:00;14.97;5.65;97.4;66.71;;82.76;0.81;3.0
30/01/2020 00:00:00;15.64;7.58;97.8;54.03;;89.93;1.59;7.0
31/01/2020 00:00:00;18.15;4.59;96.8;52.15;;129.4;1.27;8.0
01/02/2020 00:00:00;18.42;5.92;97.0;58.62;;108.22;1.45;7.0
02/02/2020 00:00:00;20.22;7.05;94.4;53.48;;128.47;2.04;7.0
03/02/2020 00:00:00;19.75;2.92;98.5;49.22;;125.12;0.67;1.0
04/02/2020 00:00:00;13.51;3.86;98.2;53.78;;52.34;1.99;8.0
05/02/2020 00:00:00;13.23;-1.87;97.7;37.02;;150.46;1.11;7.0
06/02/2020 00:00:00;12.7;-3.73;98.9;51.63;;144.44;1.04;3.0
07/02/2020 00:00:00;10.18;-0.68;99.1;71.9;;73.36;0.78;4.0
08/02/2020 00:00:00;8.45;-2.2;100.0;84.9;;39.44;0.55;5.0
09/02/2020 00:00:00;8.85;3.86;99.2;85.9;;46.78;0.76;3.0
10/02/2020 00:00:00;19.22;0.79;100.0;49.75;;149.88;1.76;7.0
11/02/2020 00:00:00;14.57;3.99;96.7;65.78;;60.93;1.1;8.0
12/02/2020 00:00:00;14.04;2.39;98.5;62.44;;86.34;0.52;8.0
13/02/2020 00:00:00;16.37;0.79;99.3;58.84;;90.86;1.03;4.0
14/02/2020 00:00:00;17.29;1.99;98.3;49.35;;157.18;0.8;7.0
15/02/2020 00:00:00;14.23;-1.74;100.0;64.17;;133.1;0.68;3.0
